# [<k> (h/Mpc)]	[<P_0(k)> (Mpc/h)^3]	[<P_0(k)> (Mpc/h)^3]
16.2321600000	1.7054830000	1.7333620000
16.2566900000	1.7086060000	1.7358880000
16.2812300000	1.7073790000	1.7352630000
16.3058000000	1.7137130000	1.7405420000
16.3303600000	1.7110510000	1.7387010000
16.3548600000	1.7136420000	1.7426490000
16.3793900000	1.7152890000	1.7436660000
16.4039500000	1.7155460000	1.7436360000
16.4284800000	1.7181910000	1.7469770000
16.4529800000	1.7237080000	1.7520020000
16.4775300000	1.7210950000	1.7499060000
16.5020900000	1.7238810000	1.7513330000
16.5266000000	1.7233990000	1.7512170000
16.5511400000	1.7232430000	1.7520370000
16.5757100000	1.7257990000	1.7550760000
16.6002500000	1.7297700000	1.7587400000
16.6247800000	1.7304560000	1.7596190000
16.6493100000	1.7324030000	1.7605500000
16.6738600000	1.7384420000	1.7672170000
16.6984200000	1.7362490000	1.7664530000
16.7229300000	1.7387970000	1.7685000000
16.7474800000	1.7405250000	1.7698270000
16.7720400000	1.7467180000	1.7768330000
16.7965500000	1.7492060000	1.7781920000
16.8210700000	1.7511960000	1.7808360000
16.8456300000	1.7502590000	1.7811010000
16.8701800000	1.7565680000	1.7857040000
16.8947200000	1.7548450000	1.7852610000
16.9192400000	1.7555630000	1.7883700000
16.9437800000	1.7534860000	1.7847470000
16.9683000000	1.7675190000	1.7990590000
16.9928300000	1.7690690000	1.8003180000
17.0174000000	1.7688540000	1.7996310000
17.0419500000	1.7707540000	1.8023510000
17.0664600000	1.7713760000	1.8022400000
17.0909700000	1.7811910000	1.8112190000
17.1155300000	1.7759420000	1.8070210000
17.1400800000	1.7775620000	1.8089280000
17.1646300000	1.7867630000	1.8184030000
17.1891800000	1.7820200000	1.8121760000
17.2136900000	1.7921780000	1.8241540000
17.2382300000	1.7866880000	1.8182760000
17.2627800000	1.7964010000	1.8289550000
17.2873100000	1.7916760000	1.8223880000
17.3118800000	1.7937870000	1.8255830000
17.3364100000	1.7965560000	1.8280500000
17.3609100000	1.7967380000	1.8277590000
17.3854300000	1.8065190000	1.8367580000
17.4100000000	1.8007390000	1.8323520000
17.4345600000	1.8028270000	1.8341340000
17.4590900000	1.7988770000	1.8314300000
17.4836300000	1.7986330000	1.8307590000
17.5081800000	1.8028710000	1.8346610000
17.5326900000	1.7935300000	1.8260430000
17.5572200000	1.8019820000	1.8356340000
17.5817600000	1.8006270000	1.8320480000
17.6062900000	1.7956130000	1.8298320000
17.6308300000	1.7958470000	1.8301430000
17.6553900000	1.7934480000	1.8274110000
17.6799300000	1.7913380000	1.8241060000
17.7044600000	1.7835350000	1.8165940000
17.7289700000	1.7850030000	1.8187950000
17.7535100000	1.7728600000	1.8084830000
17.7780800000	1.7660840000	1.7999620000
17.8026100000	1.7574540000	1.7923320000
17.8271300000	1.7643230000	1.7991760000
17.8516900000	1.7584160000	1.7929340000
17.8762300000	1.7537690000	1.7874730000
17.9007600000	1.7549590000	1.7887280000
17.9253000000	1.7494620000	1.7842040000
17.9498500000	1.7474770000	1.7805810000
17.9744000000	1.7484850000	1.7825680000
17.9989100000	1.7453440000	1.7805860000
18.0234400000	1.7406320000	1.7770440000
18.0480200000	1.7463830000	1.7834920000
18.0725500000	1.7468250000	1.7832200000
18.0970700000	1.7431060000	1.7780260000
18.1216400000	1.7430780000	1.7772250000
18.1461700000	1.7471010000	1.7821450000
18.1706800000	1.7481350000	1.7829790000
18.1952300000	1.7445630000	1.7779390000
18.2197900000	1.7450590000	1.7801550000
18.2443100000	1.7393920000	1.7750630000
18.2688300000	1.7443660000	1.7783260000
18.2933700000	1.7472600000	1.7819170000
18.3179300000	1.7468450000	1.7800900000
18.3425000000	1.7506770000	1.7837750000
18.3670100000	1.7512060000	1.7853970000
18.3915200000	1.7560230000	1.7925470000
18.4160900000	1.7437060000	1.7805070000
18.4406400000	1.7491780000	1.7862620000
18.4651500000	1.7553440000	1.7905650000
18.4897100000	1.7566310000	1.7926890000
18.5142800000	1.7538490000	1.7902950000
18.5388100000	1.7587480000	1.7960570000
18.5632800000	1.7587580000	1.7945560000
18.5878400000	1.7689270000	1.8050600000
18.6124400000	1.7662610000	1.8028580000
18.6369300000	1.7625230000	1.7988820000
18.6614300000	1.7742770000	1.8127560000
18.6860100000	1.7733580000	1.8098880000
18.7105500000	1.7710870000	1.8092950000
18.7350300000	1.7823750000	1.8215210000
18.7595800000	1.7734770000	1.8126920000
18.7841700000	1.7802030000	1.8191660000
18.8087000000	1.7854980000	1.8252470000
18.8332200000	1.7907730000	1.8283390000
18.8577500000	1.8017020000	1.8388350000
18.8823100000	1.7963780000	1.8369930000
18.9068400000	1.7939250000	1.8326030000
18.9313400000	1.8144240000	1.8552090000
18.9559000000	1.8197790000	1.8597970000
18.9804600000	1.8147210000	1.8534580000
19.0049500000	1.8213300000	1.8646980000
19.0294600000	1.8180630000	1.8563180000
19.0540600000	1.8250210000	1.8675300000
19.0786300000	1.8278550000	1.8711110000
19.1031100000	1.8314520000	1.8748700000
19.1276500000	1.8437170000	1.8845230000
19.1522600000	1.8481710000	1.8894380000
19.1767800000	1.8514400000	1.8929840000
19.2012400000	1.8629680000	1.9032510000
19.2258100000	1.8499550000	1.8933170000
19.2504000000	1.8595810000	1.9008820000
19.2748900000	1.8704710000	1.9120570000
19.2994100000	1.8730240000	1.9144670000
19.3240200000	1.8833350000	1.9262430000
19.3485500000	1.8821770000	1.9253720000
19.3729800000	1.9055030000	1.9483230000
19.3975500000	1.9123620000	1.9541870000
19.4221700000	1.9014880000	1.9440540000
19.4466700000	1.9128150000	1.9546150000
19.4711300000	1.9278970000	1.9722890000
19.4957000000	1.9266640000	1.9743710000
19.5203200000	1.9397420000	1.9862030000
19.5448200000	1.9396170000	1.9853810000
19.5693000000	1.9555270000	1.9988350000
19.5939100000	1.9477120000	1.9937380000
19.6185000000	1.9666220000	2.0183880000
19.6429400000	1.9655130000	2.0110680000
19.6674000000	1.9841830000	2.0291090000
19.6920400000	1.9917400000	2.0403160000
19.7166000000	1.9945920000	2.0450040000
19.7410300000	2.0157700000	2.0650060000
19.7656300000	2.0220570000	2.0674840000
19.7903200000	2.0424500000	2.0876550000
19.8148200000	2.0418880000	2.0954290000
19.8391400000	2.0491130000	2.1039420000
19.8637400000	2.0642660000	2.1179720000
19.8884400000	2.0721660000	2.1188940000
19.9129200000	2.1033050000	2.1516300000
19.9373600000	2.0919250000	2.1465030000
19.9619700000	2.1035720000	2.1544370000
19.9865800000	2.1140580000	2.1595470000
20.0109500000	2.1169670000	2.1712370000
20.0354700000	2.1416260000	2.1945390000
20.0601900000	2.1563110000	2.2116910000
20.0847200000	2.1837000000	2.2415420000
20.1090300000	2.1778090000	2.2378710000
20.1336300000	2.1815260000	2.2341430000
20.1584200000	2.1875300000	2.2432090000
20.1828800000	2.1971520000	2.2509860000
20.2072100000	2.2427090000	2.2873750000
20.2318100000	2.2495850000	2.3111530000
20.2565000000	2.2438190000	2.3051880000
20.2809500000	2.2765310000	2.3273630000
20.3054200000	2.2832560000	2.3404540000
20.3301100000	2.3019430000	2.3619030000
20.3546600000	2.3076900000	2.3632010000
20.3789200000	2.3132070000	2.3775290000
20.4034800000	2.3313580000	2.3925970000
20.4283700000	2.3440590000	2.4087120000
20.4528100000	2.3537220000	2.4222890000
20.4769700000	2.3858100000	2.4598840000
20.5016500000	2.4070960000	2.4748680000
20.5265900000	2.4152660000	2.4876910000
20.5510000000	2.4477620000	2.5109140000
20.5751000000	2.4532450000	2.5276500000
20.5998500000	2.4753210000	2.5487040000
20.6247700000	2.5232780000	2.5950650000
20.6490400000	2.5441220000	2.6111400000
20.6732800000	2.5586580000	2.6255850000
20.6981300000	2.5488070000	2.6275310000
20.7228200000	2.5803990000	2.6596800000
20.7468900000	2.6390750000	2.7259740000
20.7714800000	2.6458410000	2.7262090000
20.7965000000	2.6645830000	2.7492820000
20.8208600000	2.6944060000	2.7724510000
20.8449400000	2.7024990000	2.7854790000
20.8698800000	2.6997700000	2.7719640000
20.8948400000	2.7713540000	2.8508340000
20.9187400000	2.8125920000	2.8889150000
20.9428600000	2.7967470000	2.8581200000
20.9683500000	2.8468360000	2.9492310000
20.9933300000	2.8191090000	2.9175670000
21.0163500000	2.8993890000	2.9884810000
21.0406600000	2.9598170000	3.0768650000
21.0668400000	2.9809900000	3.0472060000
21.0916900000	3.0346820000	3.1146600000
21.1138500000	3.0437650000	3.1543560000
21.1386400000	3.1189410000	3.2133940000
21.1654700000	3.0649720000	3.1653520000
21.1899800000	3.1352720000	3.2268780000
21.2116700000	3.2630320000	3.3646860000
21.2370100000	3.2352950000	3.3183050000
21.2640900000	3.1520920000	3.2417990000
21.2881200000	3.3484300000	3.4637890000
21.3092000000	3.2172980000	3.3037540000
21.3353600000	3.3637130000	3.4618790000
21.3629800000	3.4125660000	3.5081820000
21.3853500000	3.2475300000	3.3540520000
21.4061600000	3.4744720000	3.5878870000
21.4336000000	3.3770800000	3.5490800000
21.4616200000	3.5867190000	3.6679860000
21.4829200000	3.5382680000	3.7208730000
21.5038700000	3.5346160000	3.7260300000
21.5320000000	3.8132600000	3.9422160000
21.5601400000	3.5083590000	3.6120110000
21.5817800000	3.9636170000	4.0561300000
21.6023400000	4.0989890000	4.3170520000
21.6304600000	3.7911630000	3.8589360000
21.6585300000	4.3196780000	4.4286250000
21.6806600000	4.1380880000	4.3508620000
21.7003700000	3.9677360000	4.1582580000
21.7276600000	5.7646430000	5.6950000000
21.7514300000	1.1929320000	1.4600400000
