# [<k> (h/Mpc)]	orig	decomp											
0.0347642200	14995.7500000000	15000.2600000000											
0.0589028200	10983.0800000000	10979.7200000000											
0.0837808700	6473.9620000000	6475.7650000000											
0.1087368000	4976.1200000000	4976.2860000000											
0.1341836000	3721.3250000000	3721.1980000000											
0.1581206000	2746.5080000000	2746.6490000000											
0.1826843000	2127.0480000000	2127.0460000000											
0.2073525000	1961.7230000000	1961.7940000000											
0.2322407000	1713.0320000000	1713.2000000000											
0.2568838000	1444.1550000000	1444.1430000000											
0.2811185000	1310.2080000000	1310.2680000000											
0.3057758000	1160.5150000000	1160.3390000000											
0.3308750000	1120.1140000000	1120.3210000000											
0.3553459000	1038.5040000000	1038.6610000000											
0.3797184000	889.0596000000	889.1853000000											
0.4042043000	866.3303000000	866.4922000000											
0.4287408000	782.3067000000	782.2172000000											
0.4533372000	765.9140000000	765.9650000000											
0.4779960000	719.1251000000	719.2264000000											
0.5026630000	682.5501000000	682.5633000000											
0.5271488000	617.3688000000	617.4438000000											
0.5515428000	601.2603000000	601.2626000000											
0.5762241000	566.2284000000	566.2916000000											
0.6007286000	570.1290000000	570.1393000000											
0.6252569000	541.6216000000	541.6119000000											
0.6499966000	526.2176000000	526.2807000000											
0.6746858000	493.1031000000	493.0482000000											
0.6991271000	486.1328000000	486.1353000000											
0.7235757000	468.0769000000	468.1484000000											
0.7479714000	451.5457000000	451.6339000000											
0.7726133000	440.6447000000	440.6380000000											
0.7972413000	422.2403000000	422.3610000000											
0.8218513000	414.6695000000	414.6487000000											
0.8464491000	397.6532000000	397.7257000000											
0.8709767000	390.7023000000	390.7193000000											
0.8955547000	376.0324000000	375.9966000000											
0.9199772000	367.7558000000	367.7854000000											
0.9444963000	366.2257000000	366.2824000000											
0.9690846000	357.1703000000	357.1901000000											
0.9935517000	349.2085000000	349.3061000000											
1.0180990000	341.2835000000	341.3104000000											
1.0426790000	332.3856000000	332.4561000000											
1.0673530000	323.3726000000	323.4472000000											
1.0920040000	314.6700000000	314.6629000000											
1.1165490000	308.2670000000	308.3239000000											
1.1409670000	304.4494000000	304.5103000000											
1.1654100000	294.1981000000	294.2597000000											
1.1899420000	284.4119000000	284.4755000000											
1.2143400000	283.7052000000	283.7737000000											
1.2388240000	277.4131000000	277.4506000000											
1.2636160000	268.5029000000	268.5758000000											
1.2882780000	264.4026000000	264.4919000000											
1.3126980000	257.9218000000	257.9628000000											
1.3371290000	252.1622000000	252.2336000000											
1.3618460000	249.8744000000	249.9391000000											
1.3864590000	243.7739000000	243.8349000000											
1.4107600000	237.9835000000	237.9960000000											
1.4352940000	237.8489000000	237.8716000000											
1.4599660000	230.4570000000	230.5182000000											
1.4845530000	226.7696000000	226.8184000000											
1.5090590000	224.1877000000	224.2254000000											
1.5335650000	217.6664000000	217.7103000000											
1.5582840000	217.1905000000	217.2645000000											
1.5828180000	212.5927000000	212.6519000000											
1.6072590000	208.3810000000	208.3876000000											
