# [<k> (h/Mpc)]	[<P_0(k)> (Mpc/h)^3]	[ErrorBar (Mpc/h)^3]	nModes	[<P_2(k)> (Mpc/h)^3]
3.476422e-02	1.500437e+04	4.161464e+03	13.000000	0.000000e+00
5.890282e-02	1.097718e+04	1.910881e+03	33.000000	0.000000e+00
8.378087e-02	6.477151e+03	7.287365e+02	79.000000	0.000000e+00
1.087368e-01	4.976240e+03	4.600535e+02	117.000000	0.000000e+00
1.341836e-01	3.721040e+03	2.598887e+02	205.000000	0.000000e+00
1.581206e-01	2.746761e+03	1.791789e+02	235.000000	0.000000e+00
1.826843e-01	2.127057e+03	1.107302e+02	369.000000	0.000000e+00
2.073525e-01	1.961826e+03	9.427933e+01	433.000000	0.000000e+00
2.322407e-01	1.713269e+03	7.083496e+01	585.000000	0.000000e+00
2.568838e-01	1.444143e+03	5.542114e+01	679.000000	0.000000e+00
2.811185e-01	1.310233e+03	4.595189e+01	813.000000	0.000000e+00
3.057758e-01	1.160242e+03	3.696839e+01	985.000000	0.000000e+00
3.308750e-01	1.120446e+03	3.257606e+01	1183.000000	0.000000e+00
3.553459e-01	1.038789e+03	2.916060e+01	1269.000000	0.000000e+00
3.797184e-01	8.892701e+02	2.268280e+01	1537.000000	0.000000e+00
4.042043e-01	8.665848e+02	2.131448e+01	1653.000000	0.000000e+00
4.287408e-01	7.821855e+02	1.765426e+01	1963.000000	0.000000e+00
4.533372e-01	7.660202e+02	1.663297e+01	2121.000000	0.000000e+00
4.779960e-01	7.192786e+02	1.464261e+01	2413.000000	0.000000e+00
5.026630e-01	6.825310e+02	1.329634e+01	2635.000000	0.000000e+00
5.271488e-01	6.175228e+02	1.151286e+01	2877.000000	0.000000e+00
5.515428e-01	6.012536e+02	1.068062e+01	3169.000000	0.000000e+00
5.762241e-01	5.662857e+02	9.562417e+00	3507.000000	0.000000e+00
6.007286e-01	5.701388e+02	9.392082e+00	3685.000000	0.000000e+00
6.252569e-01	5.416343e+02	8.392642e+00	4165.000000	0.000000e+00
6.499966e-01	5.263007e+02	7.955101e+00	4377.000000	0.000000e+00
6.746858e-01	4.929668e+02	7.074944e+00	4855.000000	0.000000e+00
6.991271e-01	4.861265e+02	6.924205e+00	4929.000000	0.000000e+00
7.235757e-01	4.681978e+02	6.267198e+00	5581.000000	0.000000e+00
7.479714e-01	4.517356e+02	5.994437e+00	5679.000000	0.000000e+00
7.726133e-01	4.406300e+02	5.514341e+00	6385.000000	0.000000e+00
7.972413e-01	4.224539e+02	5.218663e+00	6553.000000	0.000000e+00
8.218513e-01	4.146601e+02	4.912468e+00	7125.000000	0.000000e+00
8.464491e-01	3.978252e+02	4.610007e+00	7447.000000	0.000000e+00
8.709767e-01	3.907554e+02	4.388295e+00	7929.000000	0.000000e+00
8.955547e-01	3.759830e+02	4.113836e+00	8353.000000	0.000000e+00
9.199772e-01	3.678238e+02	3.926597e+00	8775.000000	0.000000e+00
9.444963e-01	3.663451e+02	3.796169e+00	9313.000000	0.000000e+00
9.690846e-01	3.572296e+02	3.601039e+00	9841.000000	0.000000e+00
9.935517e-01	3.493904e+02	3.461007e+00	10191.000000	0.000000e+00
1.018099e+00	3.413508e+02	3.269997e+00	10897.000000	0.000000e+00
1.042679e+00	3.325313e+02	3.128053e+00	11301.000000	0.000000e+00
1.067353e+00	3.235006e+02	2.950071e+00	12025.000000	0.000000e+00
1.092004e+00	3.146624e+02	2.823135e+00	12423.000000	0.000000e+00
1.116549e+00	3.083983e+02	2.702650e+00	13021.000000	0.000000e+00
1.140967e+00	3.045824e+02	2.630701e+00	13405.000000	0.000000e+00
1.165410e+00	2.943371e+02	2.465944e+00	14247.000000	0.000000e+00
1.189942e+00	2.845587e+02	2.350762e+00	14653.000000	0.000000e+00
1.214340e+00	2.838300e+02	2.292159e+00	15333.000000	0.000000e+00
1.238824e+00	2.775219e+02	2.197508e+00	15949.000000	0.000000e+00
1.263616e+00	2.686297e+02	2.056729e+00	17059.000000	0.000000e+00
1.288278e+00	2.645676e+02	2.023376e+00	17097.000000	0.000000e+00
1.312698e+00	2.580286e+02	1.925104e+00	17965.000000	0.000000e+00
1.337129e+00	2.522748e+02	1.853209e+00	18531.000000	0.000000e+00
1.361846e+00	2.500193e+02	1.782717e+00	19669.000000	0.000000e+00
1.386459e+00	2.438920e+02	1.729209e+00	19893.000000	0.000000e+00
1.410760e+00	2.380173e+02	1.662993e+00	20485.000000	0.000000e+00
1.435294e+00	2.378925e+02	1.613025e+00	21751.000000	0.000000e+00
1.459966e+00	2.305863e+02	1.547281e+00	22209.000000	0.000000e+00
1.484553e+00	2.268809e+02	1.494677e+00	23041.000000	0.000000e+00
1.509059e+00	2.242785e+02	1.457122e+00	23691.000000	0.000000e+00
1.533565e+00	2.177686e+02	1.392495e+00	24457.000000	0.000000e+00
1.558284e+00	2.173340e+02	1.353141e+00	25797.000000	0.000000e+00
1.582818e+00	2.127170e+02	1.328781e+00	25627.000000	0.000000e+00
1.607259e+00	2.084271e+02	1.263380e+00	27217.000000	0.000000e+00
1.631809e+00	2.042397e+02	1.230516e+00	27549.000000	0.000000e+00
1.656366e+00	2.001771e+02	1.179288e+00	28813.000000	0.000000e+00
1.680925e+00	1.980065e+02	1.155682e+00	29355.000000	0.000000e+00
1.705257e+00	1.931340e+02	1.116606e+00	29917.000000	0.000000e+00
1.729806e+00	1.905252e+02	1.070890e+00	31653.000000	0.000000e+00
1.754462e+00	1.871124e+02	1.046792e+00	31951.000000	0.000000e+00
1.778992e+00	1.821354e+02	1.001697e+00	33061.000000	0.000000e+00
1.803411e+00	1.793511e+02	9.784844e-01	33597.000000	0.000000e+00
1.827963e+00	1.783474e+02	9.506352e-01	35197.000000	0.000000e+00
1.852647e+00	1.733146e+02	9.157021e-01	35823.000000	0.000000e+00
1.877249e+00	1.716126e+02	8.927867e-01	36949.000000	0.000000e+00
1.901733e+00	1.676608e+02	8.680100e-01	37309.000000	0.000000e+00
1.926241e+00	1.645422e+02	8.323916e-01	39075.000000	0.000000e+00
1.950830e+00	1.624080e+02	8.184802e-01	39373.000000	0.000000e+00
1.975308e+00	1.611128e+02	7.973046e-01	40833.000000	0.000000e+00
1.999729e+00	1.583793e+02	7.802503e-01	41203.000000	0.000000e+00
2.024419e+00	1.543878e+02	7.386302e-01	43689.000000	0.000000e+00
2.049126e+00	1.517916e+02	7.276762e-01	43513.000000	0.000000e+00
