# [<k> (h/Mpc)]	[<P_0(k)> (Mpc/h)^3]	[ErrorBar (Mpc/h)^3]	nModes	[<P_2(k)> (Mpc/h)^3]
3.476422e-02	1.500313e+04	4.161120e+03	13.000000	0.000000e+00
5.890282e-02	1.097830e+04	1.911077e+03	33.000000	0.000000e+00
8.378087e-02	6.476846e+03	7.287021e+02	79.000000	0.000000e+00
1.087368e-01	4.976523e+03	4.600797e+02	117.000000	0.000000e+00
1.341836e-01	3.721168e+03	2.598976e+02	205.000000	0.000000e+00
1.581206e-01	2.746895e+03	1.791877e+02	235.000000	0.000000e+00
1.826843e-01	2.127166e+03	1.107358e+02	369.000000	0.000000e+00
2.073525e-01	1.962048e+03	9.429003e+01	433.000000	0.000000e+00
2.322407e-01	1.713439e+03	7.084200e+01	585.000000	0.000000e+00
2.568838e-01	1.444342e+03	5.542875e+01	679.000000	0.000000e+00
2.811185e-01	1.310176e+03	4.594987e+01	813.000000	0.000000e+00
3.057758e-01	1.159997e+03	3.696057e+01	985.000000	0.000000e+00
3.308750e-01	1.120422e+03	3.257535e+01	1183.000000	0.000000e+00
3.553459e-01	1.038634e+03	2.915625e+01	1269.000000	0.000000e+00
3.797184e-01	8.891306e+02	2.267925e+01	1537.000000	0.000000e+00
4.042043e-01	8.665251e+02	2.131301e+01	1653.000000	0.000000e+00
4.287408e-01	7.821005e+02	1.765235e+01	1963.000000	0.000000e+00
4.533372e-01	7.661200e+02	1.663514e+01	2121.000000	0.000000e+00
4.779960e-01	7.192782e+02	1.464260e+01	2413.000000	0.000000e+00
5.026630e-01	6.826548e+02	1.329875e+01	2635.000000	0.000000e+00
5.271488e-01	6.175889e+02	1.151409e+01	2877.000000	0.000000e+00
5.515428e-01	6.012582e+02	1.068070e+01	3169.000000	0.000000e+00
5.762241e-01	5.663270e+02	9.563116e+00	3507.000000	0.000000e+00
6.007286e-01	5.701060e+02	9.391541e+00	3685.000000	0.000000e+00
6.252569e-01	5.415618e+02	8.391518e+00	4165.000000	0.000000e+00
6.499966e-01	5.264113e+02	7.956773e+00	4377.000000	0.000000e+00
6.746858e-01	4.931135e+02	7.077050e+00	4855.000000	0.000000e+00
6.991271e-01	4.861829e+02	6.925008e+00	4929.000000	0.000000e+00
7.235757e-01	4.682911e+02	6.268446e+00	5581.000000	0.000000e+00
7.479714e-01	4.517194e+02	5.994222e+00	5679.000000	0.000000e+00
7.726133e-01	4.406938e+02	5.515140e+00	6385.000000	0.000000e+00
7.972413e-01	4.224189e+02	5.218231e+00	6553.000000	0.000000e+00
8.218513e-01	4.145767e+02	4.911480e+00	7125.000000	0.000000e+00
8.464491e-01	3.979103e+02	4.610994e+00	7447.000000	0.000000e+00
8.709767e-01	3.908088e+02	4.388894e+00	7929.000000	0.000000e+00
8.955547e-01	3.760143e+02	4.114178e+00	8353.000000	0.000000e+00
9.199772e-01	3.678183e+02	3.926538e+00	8775.000000	0.000000e+00
9.444963e-01	3.663608e+02	3.796333e+00	9313.000000	0.000000e+00
9.690846e-01	3.572311e+02	3.601054e+00	9841.000000	0.000000e+00
9.935517e-01	3.494574e+02	3.461672e+00	10191.000000	0.000000e+00
1.018099e+00	3.413506e+02	3.269996e+00	10897.000000	0.000000e+00
1.042679e+00	3.325251e+02	3.127994e+00	11301.000000	0.000000e+00
1.067353e+00	3.236438e+02	2.951377e+00	12025.000000	0.000000e+00
1.092004e+00	3.147850e+02	2.824235e+00	12423.000000	0.000000e+00
1.116549e+00	3.084214e+02	2.702853e+00	13021.000000	0.000000e+00
1.140967e+00	3.044993e+02	2.629983e+00	13405.000000	0.000000e+00
1.165410e+00	2.943292e+02	2.465879e+00	14247.000000	0.000000e+00
1.189942e+00	2.845732e+02	2.350882e+00	14653.000000	0.000000e+00
1.214340e+00	2.839705e+02	2.293294e+00	15333.000000	0.000000e+00
